ZONA PORTUARIA               ,SOCIEDAD PORTUARIA,TIPO DE CARGA,EXPORTACION,IMPORTACIÓN,TRANSBORDO,TRANSITO INTERNACIONAL,FLUVIAL,CABOTAJE,AÑO VIGENCIA,MES VIGENCIA
CARTAGENA,OILTANKING COLOMBIA SA,GRANEL LIQUIDO,,"11,339",,,,,"2,020",8
BUENAVENTURA,GRUPO PORTUARIO S.A,CARBON AL GRANEL,"51,011",,,,,,"2,019",3
CARTAGENA,ZONA FRANCA ARGOS S.A.S.,GRANEL SOLIDO DIFER. DE CARBON,"66,624",,,,,,"2,020",5
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,CONTENEDORES,"38,505","67,844",,96,,0,"2,019",4
G. MORROSQUILLO,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,CARBON AL GRANEL,"13,200",,,,,,"2,020",10
CIENAGA,SOCIEDAD PORTUARIA PUERTO NUEVO S.A.,CARBON AL GRANEL,"136,266",,,,,,"2,020",9
CARTAGENA,SOCIEDAD PORTUARIA BAVARIA S.A,GRANEL SOLIDO DIFER. DE CARBON,,"37,245",,,,,"2,019",1
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,CONTENEDORES,,,515,,,654,"2,019",12
G. MORROSQUILLO,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,CARBON AL GRANEL,"31,086",,,,,,"2,018",9
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,CONTENEDORES,,,24,,,,"2,020",5
GUAJIRA,CERREJON ZONA NORTE S.A.,GENERAL,,842,,,,,"2,018",5
TUMACO,CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS,GRANEL LIQUIDO,"50,264",,,,,,"2,018",10
TUMACO,SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A,GRANEL LIQUIDO,"1,501",,,,,"3,075","2,020",5
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,GRANEL SOLIDO DIFER. DE CARBON,,"109,493",,,,,"2,018",10
BUENAVENTURA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"27,863",,,,,"2,019",2
GUAJIRA,PUERTO BRISA S.A.,CARBON AL GRANEL,"7,900",,,,,,"2,019",2
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"6,601",,,,,"2,018",10
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,CONTENEDORES,"130,058","183,713","1,118,580",,,,"2,019",1
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,CONTENEDORES,"45,852","17,450",983,,,,"2,019",2
BARRANQUILLA,VOPAK COLOMBIA S.A.,GRANEL LIQUIDO,"9,771",,,,,,"2,020",11
TURBO,C.I. UNIÓN DE BANANEROS DE URABA - UNIBAN,GENERAL,"10,130",35,,,,,"2,018",12
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,CONTENEDORES,541,"2,435",,8,,"6,015","2,019",6
BARRANCABERMEJA,ECOPETROL S.A.,GRANEL LIQUIDO,,,,,"111,733",,"2,020",11
BARRANQUILLA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"13,312",,,,,"2,018",8
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,GENERAL,,"28,735",,,,,"2,018",1
SAN ANDRES,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,GRANEL LIQUIDO,,,,,,"4,775","2,018",10
BARRANQUILLA,PORTMAGDALENA S.A.,GRANEL LIQUIDO,,"11,771",,,"5,867","18,536","2,019",10
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,GENERAL,"1,710","7,476",168,,,604,"2,018",4
CARTAGENA,SOCIEDAD PORTUARIA DEXTON S.A.,GRANEL LIQUIDO,"7,262","2,086",,,,,"2,020",6
TUMACO,SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A,GENERAL,,,,,,"7,000","2,020",5
BARRANCABERMEJA,ECOPETROL S.A.,GRANEL LIQUIDO,,,,,"66,847",,"2,019",8
BARRANCABERMEJA,SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.,GENERAL,,,,,155,,"2,020",10
CARTAGENA,PUERTO BUENAVISTA S.A,GENERAL,"7,255",,,,,"1,115","2,020",9
CARTAGENA,ECOPETROL S.A.,GRANEL LIQUIDO,"303,584","8,634",,,,"57,899","2,019",3
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,GENERAL,,"56,003",,,,,"2,018",7
G. MORROSQUILLO,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"45,116",,,,,"2,019",4
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,GENERAL,49,"13,741",,,"2,710","1,376","2,019",5
GUAJIRA,CERREJON ZONA NORTE S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"6,546",,,,,"2,018",6
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,GRANEL LIQUIDO,,"16,546",,,,,"2,018",8
G. MORROSQUILLO,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,CARBON AL GRANEL,,"17,038",,,,,"2,019",4
CARTAGENA,ALGRANEL S.A.,GRANEL LIQUIDO,"2,201","9,335",,,,,"2,020",11
CARTAGENA,OILTANKING COLOMBIA SA,GRANEL LIQUIDO,,"24,241",,,,,"2,019",4
TURBO,PROMOTORA BANANERA S.A,GENERAL,2,,,,,,"2,019",3
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,GENERAL,,143,,,,"5,738","2,019",3
CARTAGENA,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,GRANEL LIQUIDO,,,,,,"7,167","2,018",2
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,CARBON AL GRANEL,"54,222",,,,,,"2,019",8
SANTA MARTA,CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS,GRANEL LIQUIDO,,"409,212",,,,"44,383","2,019",2
CARTAGENA,SOCIEDAD PORTUARIA BAVARIA S.A,GRANEL SOLIDO DIFER. DE CARBON,"2,054",,,,,,"2,018",9
CARTAGENA,SOCIEDAD PORTUARIA OLEFINAS Y DERIVADOS S.A.,GRANEL LIQUIDO,,"65,473",,,,,"2,020",2
BARRANCABERMEJA,SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.,GRANEL LIQUIDO,,,,,"51,722",,"2,018",7
CARTAGENA,SOCIEDAD PORTUARIA DEL DIQUE S.A.,GRANEL LIQUIDO,,,,,,"13,217","2,019",4
CARTAGENA,OILTANKING COLOMBIA SA,GRANEL LIQUIDO,,"18,280",,,,,"2,019",2
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"32,858",,,,,"2,019",7
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,GRANEL LIQUIDO,"197,159","31,014",,,,,"2,019",3
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,GRANEL LIQUIDO,,"65,469",,,,,"2,020",3
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,CARBON AL GRANEL,"81,010",,,,,,"2,020",2
CARTAGENA,SOCIEDAD PORTUARIA EL CAYAO S.A. E.S.P.,GRANEL LIQUIDO,,"50,448",,,,,"2,020",3
BUENAVENTURA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"65,152",,,,,"2,018",6
TUMACO,SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A,GENERAL,,,,,,"12,000","2,019",9
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"24,930",,,,,"2,020",3
BARRANQUILLA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GRANEL LIQUIDO,,"33,595",,,,,"2,019",1
CARTAGENA,VOPAK COLOMBIA S.A.,GRANEL LIQUIDO,,"4,093",,,,"5,151","2,020",7
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,GENERAL,"20,359","12,155",,,,947,"2,019",12
TURBO,PROMOTORA BANANERA S.A,GENERAL,"1,967",,,,,,"2,020",1
G. MORROSQUILLO,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,CARBON AL GRANEL,"13,000",,,,,,"2,020",8
CARTAGENA,SOCIEDAD PORTUARIA DEXTON S.A.,GRANEL LIQUIDO,"7,867","1,220",,,,,"2,018",4
GUAJIRA,CERREJON ZONA NORTE S.A.,CONTENEDORES,,882,,,,,"2,018",10
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"20,049",,,,,"2,020",2
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,GENERAL,"132,254","41,733",,,,,"2,018",12
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,CARBON AL GRANEL,"35,755",,,,,,"2,020",9
CARTAGENA,ECOPETROL S.A.,GRANEL LIQUIDO,"368,902","133,856",,,,"148,505","2,020",10
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,GRANEL LIQUIDO,"10,417",,,,,,"2,020",3
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,GRANEL LIQUIDO,,"10,249",,,,,"2,020",7
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,CARBON AL GRANEL,"60,500",,,,,,"2,020",12
SAN ANDRES,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,GRANEL LIQUIDO,,,,,,"4,381","2,020",7
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,CARBON AL GRANEL,,"4,956",,,,,"2,018",2
G. MORROSQUILLO,CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS,GRANEL LIQUIDO,"867,063",,,,,,"2,018",2
GUAJIRA,CERREJON ZONA NORTE S.A.,GRANEL LIQUIDO,,"26,191",,,,,"2,018",10
CARTAGENA,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,GRANEL LIQUIDO,,,,,,"7,191","2,018",5
GUAJIRA,CERREJON ZONA NORTE S.A.,GRANEL LIQUIDO,,"26,852",,,,,"2,018",6
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,GENERAL,,176,,,,"4,240","2,018",3
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,CARBON AL GRANEL,"103,068",,,,,,"2,020",9
CARTAGENA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,CONTENEDORES,"20,333","23,293","1,859","25,370",,,"2,018",1
BUENAVENTURA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"93,884",,,,,"2,018",9
CARTAGENA,PUERTO BUENAVISTA S.A,GRANEL SOLIDO DIFER. DE CARBON,,"18,719",,,,,"2,020",2
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"49,919",,,,,"2,018",5
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,CARBON AL GRANEL,"90,122",,,,,,"2,018",10
TUMACO,CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS,GRANEL LIQUIDO,"50,492",,,,,,"2,020",2
CARTAGENA,ZONA FRANCA ARGOS S.A.S.,GRANEL SOLIDO DIFER. DE CARBON,"92,159",,,,,,"2,018",4
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,GENERAL,31,"43,139",0,,,,"2,018",9
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,GENERAL,,47,10,,,,"2,018",1
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,CONTENEDORES,,181,,,,,"2,019",10
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,CONTENEDORES,"85,191","115,983","383,258",,,"22,918","2,020",11
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,GRANEL SOLIDO DIFER. DE CARBON,,"45,135",,,,,"2,018",4
TURBO,C.I. UNIÓN DE BANANEROS DE URABA - UNIBAN,CONTENEDORES,"14,274","3,221",,,,"28,068","2,020",11
Z.P. RIO MAGDALENA,PUERTO PIMSA S.A.,GRANEL SOLIDO DIFER. DE CARBON,,,,,,"2,861","2,019",11
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,CONTENEDORES,,492,,,,,"2,020",1
CARTAGENA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"45,799",,,,,"2,020",3
BARRANCABERMEJA,SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.,GRANEL LIQUIDO,,,,,"52,603",,"2,018",1
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,CARBON AL GRANEL,"18,375",,,,,,"2,019",5
GUAJIRA,CERREJON ZONA NORTE S.A.,GRANEL LIQUIDO,,"23,115",,,,,"2,019",4
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,GENERAL,,"5,880",,,,586,"2,019",4
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,GENERAL,,"69,842",,,,,"2,019",4
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,GENERAL,"1,898","13,129",,,,,"2,018",10
CARTAGENA,SOCIEDAD PORTUARIA EL CAYAO S.A. E.S.P.,GRANEL LIQUIDO,,"34,129",,,,,"2,019",9
TURBO,PORTUARIA PUNTA DE VACA S.A.,GRANEL LIQUIDO,,,,,,"1,276","2,018",12
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,GRANEL SOLIDO DIFER. DE CARBON,,"4,404",,,,,"2,018",1
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,CARBON AL GRANEL,"77,098",,,,,,"2,018",7
TUMACO,SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A,GRANEL SOLIDO DIFER. DE CARBON,,,,,,"6,000","2,018",2
CARTAGENA,ZONA FRANCA ARGOS S.A.S.,GRANEL SOLIDO DIFER. DE CARBON,"67,972",,,,,,"2,019",7
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,GRANEL LIQUIDO,,"29,854",,,,,"2,019",5
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,GENERAL,,"31,678","1,851",,,,"2,020",5
CARTAGENA,ATUNAMAR LIMITADA,GENERAL,,,,,,"3,794","2,020",1
CARTAGENA,SOCIEDAD PORTUARIA DEXTON S.A.,GRANEL LIQUIDO,"25,007","9,348",,,,,"2,018",10
BUENAVENTURA,GRUPO PORTUARIO S.A,CARBON AL GRANEL,"74,449",,,,,,"2,018",2
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,GENERAL,"11,491",92,,,,,"2,020",6
CIENAGA,SOCIEDAD PORTUARIA PUERTO NUEVO S.A.,CARBON AL GRANEL,"1,562,755",,,,,,"2,018",5
BARRANQUILLA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GENERAL,"26,354",,,,,,"2,019",6
G. MORROSQUILLO,OLEODUCTO CENTRAL SA,GRANEL LIQUIDO,"1,840,618",,,,,,"2,019",4
SANTA MARTA,CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS,GRANEL LIQUIDO,,"303,871",,,,"71,279","2,019",8
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"117,688",,,,,"2,020",4
CARTAGENA,VOPAK COLOMBIA S.A.,GRANEL LIQUIDO,,"3,265",,,,,"2,020",5
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,GENERAL,"3,583","14,148",843,,,95,"2,019",8
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,GENERAL,,67,,,,"3,536","2,020",9
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,GENERAL,"6,236","5,208","3,712",,,,"2,019",5
TUMACO,ROMERO Y BURGOS & CIA S.EN C.,GRANEL LIQUIDO,,,,,0,,"2,020",10
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,CONTENEDORES,"25,444","17,992",41,,,"33,984","2,020",10
BARRANQUILLA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,CARBON AL GRANEL,"79,312",,,,,,"2,020",4
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,CONTENEDORES,,106,238,,,231,"2,020",8
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,CONTENEDORES,"99,403","180,238","1,183,611",,,,"2,019",11
GUAJIRA,CERREJON ZONA NORTE S.A.,GRANEL LIQUIDO,,"26,291",,,,,"2,018",7
CARTAGENA,PUERTO BUENAVISTA S.A,GRANEL SOLIDO DIFER. DE CARBON,,"28,415",,,,,"2,019",9
CIENAGA,AMERICAN PORT COMPANY INC,CARBON AL GRANEL,"2,640,198",,,,,,"2,019",11
TUMACO,SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A,GRANEL SOLIDO DIFER. DE CARBON,,,,,,"6,000","2,018",11
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"145,025",,,,,"2,019",6
SAN ANDRES,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,GRANEL LIQUIDO,,,,,,"4,860","2,020",11
BUENAVENTURA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"49,905",,,,,"2,020",6
CIENAGA,SOCIEDAD PORTUARIA PUERTO NUEVO S.A.,CARBON AL GRANEL,"1,280,330",,,,,,"2,018",9
CIENAGA,AMERICAN PORT COMPANY INC,CARBON AL GRANEL,"1,822,955",,,,,,"2,019",7
G. MORROSQUILLO,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,CARBON AL GRANEL,"66,203",,,,,,"2,018",6
GUAJIRA,CERREJON ZONA NORTE S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"6,533",,,,,"2,019",5
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,GRANEL SOLIDO DIFER. DE CARBON,,"10,099",,,,,"2,020",1
GUAJIRA,CERREJON ZONA NORTE S.A.,CARBON AL GRANEL,"2,455,977",,,,,,"2,019",8
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"130,846",,,"1,001",,"2,020",2
BARRANQUILLA,VOPAK COLOMBIA S.A.,GRANEL LIQUIDO,"9,024","15,184",,,,,"2,018",5
G. MORROSQUILLO,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,CARBON AL GRANEL,"29,311",,,,,,"2,018",3
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,CARBON AL GRANEL,"247,597",,,,,,"2,018",10
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,CARBON AL GRANEL,"25,874",,,,,,"2,020",1
CARTAGENA,PUERTO BUENAVISTA S.A,GENERAL,"13,364",,,,,"1,072","2,020",5
BARRANCABERMEJA,SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.,GRANEL LIQUIDO,,,,,"143,385",,"2,019",6
BUENAVENTURA,SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.,CONTENEDORES,"56,519","113,207","21,718",,,,"2,020",9
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"76,048",,,,,"2,018",6
BARRANQUILLA,VOPAK COLOMBIA S.A.,GRANEL LIQUIDO,"8,999","10,982",,,,,"2,018",11
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,CARBON AL GRANEL,"69,480",,,,,,"2,018",9
TUMACO,ROMERO Y BURGOS & CIA S.EN C.,GRANEL LIQUIDO,,,,,127,,"2,018",10
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,CONTENEDORES,"194,942","286,970","503,726",,,,"2,018",9
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,GRANEL LIQUIDO,"7,089",,,,,,"2,018",9
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,GENERAL,,"38,531",,,"6,690","1,128","2,018",1
TURBO,PORTUARIA PUNTA DE VACA S.A.,GRANEL LIQUIDO,,,,,,707,"2,019",11
CARTAGENA,ECOPETROL S.A.,GRANEL LIQUIDO,"246,461","73,841",,,,"301,799","2,018",7
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,CARBON AL GRANEL,"27,597",,,,,,"2,018",1
GUAJIRA,CERREJON ZONA NORTE S.A.,CARBON AL GRANEL,"2,278,603",,,,,,"2,020",2
BARRANQUILLA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GRANEL LIQUIDO,,"15,009",,,,,"2,019",3
TURBO,PORTUARIA PUNTA DE VACA S.A.,GRANEL LIQUIDO,,,,,,598,"2,018",5
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,GENERAL,,76,,,,"5,437","2,019",9
CARTAGENA,VOPAK COLOMBIA S.A.,GRANEL LIQUIDO,216,"3,344",,,,,"2,019",11
BARRANQUILLA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"12,650",,,,,"2,018",11
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,GENERAL,,"7,516",,,451,"1,537","2,019",8
TURBO,PROMOTORA BANANERA S.A,CONTENEDORES,"8,122",,,,,242,"2,018",8
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,GRANEL LIQUIDO,"116,132","31,021",,,,,"2,018",7
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,CARBON AL GRANEL,"58,049",,,,,,"2,018",12
BUENAVENTURA,SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.,CONTENEDORES,"101,001","166,772","32,647",,,,"2,019",10
GUAJIRA,CERREJON ZONA NORTE S.A.,CARBON AL GRANEL,"2,257,223",,,,,,"2,019",3
BARRANCABERMEJA,SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.,GENERAL,,,,,"4,240",,"2,018",2
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,CONTENEDORES,,45,104,,,526,"2,018",11
SANTA MARTA,CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS,GRANEL LIQUIDO,,"241,962",,,,"142,467","2,018",8
CARTAGENA,VOPAK COLOMBIA S.A.,GRANEL LIQUIDO,,"15,574",,,,,"2,018",5
BUENAVENTURA,SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.,CONTENEDORES,"37,332","85,124","28,847",,,,"2,019",2
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,GRANEL LIQUIDO,"137,022",,,,,,"2,018",3
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,GENERAL,,"73,902",,,"18,273",,"2,020",1
G. MORROSQUILLO,CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS,GRANEL LIQUIDO,"784,455",,,,,,"2,019",5
TURBO,C.I. UNIÓN DE BANANEROS DE URABA - UNIBAN,CONTENEDORES,"10,626","3,988",,,,"37,747","2,020",8
Z.P. RIO MAGDALENA,PUERTO PIMSA S.A.,GRANEL SOLIDO DIFER. DE CARBON,"3,360",,,,,"2,838","2,019",8
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,GENERAL,692,489,31,,,,"2,018",7
G. MORROSQUILLO,CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS,GRANEL LIQUIDO,"627,145",,,,,,"2,020",11
BARRANQUILLA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GRANEL LIQUIDO,,"15,147",,,,,"2,019",9
TURBO,PROMOTORA BANANERA S.A,GENERAL,2,,,,,,"2,019",4
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,CARBON AL GRANEL,"123,983",,,,,,"2,018",12
BARRANQUILLA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GRANEL LIQUIDO,,"1,665",,,,,"2,020",8
GUAJIRA,PUERTO BRISA S.A.,CARBON AL GRANEL,"186,028",,,,,,"2,018",11
CARTAGENA,COREMAR SHOREBASE SA,GRANEL LIQUIDO,,,,,356,,"2,019",1
BUENAVENTURA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"69,493",,,,,"2,018",1
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,GRANEL SOLIDO DIFER. DE CARBON,"34,464","263,755",,,,,"2,018",1
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,CONTENEDORES,"62,742","180,274",,,,,"2,018",9
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,GRANEL LIQUIDO,"11,010",,,,,,"2,020",1
GUAJIRA,CERREJON ZONA NORTE S.A.,GENERAL,,"1,525",,,,,"2,018",9
BARRANCABERMEJA,ECOPETROL S.A.,GRANEL LIQUIDO,,,,,"80,109",,"2,019",3
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,CARBON AL GRANEL,"22,924",,,,,,"2,019",9
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,GENERAL,,,,,,"1,188","2,019",2
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,CONTENEDORES,"127,488","164,053","1,246,826",,,,"2,018",7
GUAJIRA,CERREJON ZONA NORTE S.A.,CARBON AL GRANEL,"1,726,154",,,,,,"2,020",8
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,CONTENEDORES,,"3,358",,46,,"6,238","2,018",9
Z.P. RIO MAGDALENA,PUERTO PIMSA S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"3,213",,,,"2,819","2,020",5
SAN ANDRES,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,GRANEL LIQUIDO,,,,,,"4,775","2,018",3
CARTAGENA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GENERAL,293,"15,442",,165,,,"2,018",9
BARRANQUILLA,PORTMAGDALENA S.A.,GRANEL LIQUIDO,"5,606","15,189",,,,,"2,018",6
